lat,long,nu_ddd_farmacia,nu_telefone_farmacia,nu_cep_farmacia,no_bairro_farmacia,ds_endereco_farmacia,no_farmacia,no_cidade,uf
-22.8833673,-43.3729033,21,33903949,21330140,VILA VALQUEIRE,RUA MIOSOTIS 104 LOJA A,DROGARIA VALQUEIRE 104 LTDA - ME,RIO DE JANEIRO,RJ
-29.7916765,-51.1474865,51,35111000,93600970,CENTRO,"RUA PORTAO, 228",DROGARIA MAIS ECONOMICA S.A.,ESTANCIA VELHA,RS
-22.4158028,-52.3623296,18,32821535,19280000,CENTRO,"AVENIDA CUIABA, Nº 1531",ANTONIO BERNARDO TEODORO SAMPAIO ME,TEODORO SAMPAIO,SP
-28.2621104,-52.4252385,54,33350100,99025001,CENTRO,"AVENIDA BRASIL OESTE, 29 - LOJA 01",COMERCIO DE MEDICAMENTOS BRAIR LTDA,PASSO FUNDO,RS
-5.0880734,-42.8052765,86,32222185,64001390,CENTRO,"RUA DESEMBARGADOR PIRES DE CASTRO, 201 - SUL",DISTRIBUIDORA BIG BENN LTDA,TERESINA,PI
-21.7877464,-46.564421,35,36970061,37701011,CENTRO,"ASSIS FIGUEIREDO, 884/86",CARMELL PRODUTOS FARMACEUTICOS LTDA,POCOS DE CALDAS,MG
-28.6763839,-49.3715244,48,34626570,88800000,RIO MAINA,"AVENIDA DOS IMIGRANTES, 2114 - SALAS 01 E 02",CIA LATINO AMERICANA DE MEDICAMENTOS,CRICIUMA,SC
-20.3415259,-40.3075862,27,33392953,29105200,SANTA MONICA,"AV JOAO MENDES, 336",DROGARIA GISELE LTDA,VILA VELHA,ES
-24.3164314,-52.5312768,44,35681448,87340000,CENTRO,"INT. MANOEL RIBAS, Nº 313",FARMACIA NOVA DE MAMBORE LTDA ME,MAMBORE,PR
-22.6370156,-46.0624148,35,34311901,37600000,CENTRO,"RUA GOVERNADOR VALADARES, 177",JONAS LOPES DA SILVA & CIA LTDA,CAMBUI,MG
-19.56901,-46.9325748,34,36623870,38180084,SÃO GERALDO,"RUA AMAZONAS, Nº 321",DROGARIA MANSOR LARA LTDA,ARAXA,MG
-25.4223849,-53.189975,45,32351425,85485000,CENTRO,BRASIL 611-A,CLARICE BARBOSA DIONISIO & CIA LTDA,TRES BARRAS DO PARANA,PR
-22.7663634,-43.3348977,43,33799011,86010160,CENTRO,RUA SENADOR SOUZA NAVES N° 814,FARMÁCIA VALE VERDE LTDA,LONDRINA,PR
-30.1072971,-51.2245752,51,32493408,91740001,CAVALHADA,"AV CAVALHADA, 3637, LOJA 01",DIMED S/A - DISTRIBUIDORA DE MEDICAMENTOS,PORTO ALEGRE,RS
-22.923005,-47.0111072,19,32343704,1302040,BOTAFOGO,"RUA 	RODRIGUES ALVES, 	430",ASSOCIACAO DOS APOSENTADOS DE CAMPINAS E REGIAO,CAMPINAS,SP
-32.1807182,-52.1633628,53,32365284,96207000,CASSINO,"AV RIO GRANDE, 79",DIMED S/A - DISTRIBUIDORA DE MEDICAMENTOS,RIO GRANDE,RS
-22.7157754,-47.6681817,17,35871207,15828000,CENTRO,"RUA XV NOVEMBRO, 956",PAULO ERNESTO DE OLIVEIRA DUSSO ME,PALMARES PAULISTA,SP
-28.3063462,-54.2620416,55,33128080,98801640,CENTRO,RUA MARQUÊS DO HERVAL 1624,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SANTO ANGELO,RS
-20.5255437,-47.390241,16,37219100,14401120,CIDADE NOVA,"AV PRESIDENTE VARGAS, 230",DROGAFARMA DE FRANCA LTDA,FRANCA,SP
-19.7956588,-43.880454,31,36498540,33040130,VILA OLGA,"AV DAS INDUSTRIAS, 1097 - LOJA",MAIS LUCENA LTDA - ME,SANTA LUZIA,MG
-22.7827339,-42.9684523,21,36061974,24722315,SANTA LUZIA,AV SANTA LUZIA 17 LOJA 02,R E FINDLAY CANTELMO FARMACIA LTDA - ME,SAO GONCALO,RJ
-21.885981,-54.15588,19,36521707,13860000,CENTRO,RUA CAPITÃO SILVA BORGES Nº 649,DROGARIA BOA VISTA MEDICAMENTOS LTDA,AGUAI,SP
-21.1804012,-47.8069308,16,39104477,14010000,CENTRO,"RUA GENERAL OSÓRIO, Nº 218",DROGAVIDA COMERCIAL DE DROGAS LTDA,RIBEIRAO PRETO,SP
-26.7366044,-49.4777535,47,33880335,89126000,CENTRO,R. ADERBAL RAMOS DA SILVA - SALA COMERCIAL,FARMÁCIA NONES LTDA,DOUTOR PEDRINHO,SC
-27.0366978,-50.9728478,49,32460067,89580000,CENTRO,RUA NEREU RAMOS 807 SALA 02,CIA LATINO AMERICANA DE MEDICAMENTOS,FRAIBURGO,SC
-20.346423,-45.4801789,37,3321-216,35570000,CENTRO,"RUA DR NEWTON PIRES, 44",DROGARIA E PERFUMARIA TAMARA LTDA.,FORMIGA,MG
-21.5998553,-48.3638958,16,33823554,15990170,CENTRO,15 DE NOVEMBRO 708,FARMACIA ARRUDACRUZ LTDA ME,MATAO,SP
-21.5997795,-49.8983873,14,35410986,16370000,CENTRO,AV GENERAL EURICO GASPAR DUTRA 1028,IRMÃOS ROSADO LTDA -ME,PROMISSAO,SP
-27.9187053,-53.3308084,54,33131900,98300000,CENTRO,"AVENIDA INDEPENDENCIA, 1355",COMERCIO DE MEDICAMENTOS BRAIR LTDA,PALMEIRA DAS MISSOES,RS
-26.3410481,-51.038615,49,3566-626,89560000,UNIVERSIDADE,"AV 10 DE MARCO, Nº 1220, SALA 02",FARMACIA E DROGARIA SOMENSI LTDA,VIDEIRA,SC
-27.4902686,-48.6891065,48,32435128,88160000,Centro,"Praça Nereu Ramos, 23, Sala 01",CIA LATINO AMERICANA DE MEDICAMENTOS,BIGUACU,SC
-27.4162846,-49.0654417,48,32731233,88260000,CENTRO,"R JOAQUIM SILVEIRA, 197",S CANDIDO,MAJOR GERCINO,SC
-22.7889004,-43.2956548,21,26711968,25075270,25 DE AGOSTO,"RUA MARECHAL BENTO MANOEL, Nº 391",DROGA PARQUE DROGARIA LTDA ME,DUQUE DE CAXIAS,RJ
-22.2294459,-43.0912689,83,33681055,58140000,CENTRO,R SAO JOSE 768,JOAO DE DEUS RODRIGUES DE OLIVEIRA - ME,AREIAL,PB
-4.2556948,-43.0147436,98,34731470,65620000,CENTRO,R RAIMUNDO SERVULO DE LIM 290,F T SOUSA FARMACIA,COELHO NETO,MA
-22.465093,-48.5487624,14,36410979,17340000,COHAB,"AVENIDA PAPA JOAO PAULO II, 231",ARIANE L. P. OIOLI DROGARIA - ME,BARRA BONITA,SP
-25.46277,-50.0424484,42,32523629,84130000,CENTRO,"RUA XV DE NOVEMBRO, 478 - CENTRP",BERILLO CAPRARO & CIA LTDA - ME,PALMEIRA,PR
-5.9564119,-35.8105395,84,6152525,59150000,CENTRO,"RUA GETULIO VARGAS, 30",EMPREENDIMENTO FARMACEUTICO SANTA FE LTDA,NATAL,RN
-23.3126366,-51.1474342,43,33799000,86026720,CENTRO,AV. ARCEBISPO DOM GERALDO FERNANDES Nº 1398 W,FARMÁCIA VALE VERDE LTDA,LONDRINA,PR
-22.2663173,-48.7147582,14,36641843,17230000,CENTRO,"RUA RUI BARBOSA, 20",LINK & PAULINI LTDA ME,ITAPUI,SP
-23.3087343,-51.2154176,43,32531558,86187120,JD NOVO BANDEIRANTE,"AVENIDA FLORIANO PEIXOTO, 86",DROGARIA BANDEIRA LTDA ME,CAMBE,PR
-20.3880802,-40.3126908,27,33298594,29102240,ITAPARICA,"MARIA DE OLIVEIRA MARESGUIA, 31",DROGARIA DO PARQUE LTDA ME,VILA VELHA,ES
-25.5199824,-49.2385346,41,32860440,81750400,BOQUEIRAO,"R MAESTRO CARLOS FRANK, 2300",DROGARIA PETRIFARMA LTDA - ME,CURITIBA,PR
-16.6388677,-49.2721038,62,32102185,74565450,ST URIAS MAGALHAES,AV CENTRAL 845 QD 56 LT 33,FARMACIA RAMOS LTDA - ME,GOIANIA,GO
-27.6021586,-48.5700172,48,32440746,88080000,COQUEIROS,"AV. ENGENHEIRO MAX DE SOUZA, 1302",DIMED S/A - DISTRIBUIDORA DE MEDICAMENTOS,FLORIANOPOLIS,SC
-21.2173561,-42.5301587,32,34413653,36700000,ALTO DA VENTANIA,"PRA JOAO BELA, 1493",DROGARIA PRESIDENTE LTDA,LEOPOLDINA,MG
-29.9139646,-51.0430095,51,35116754,94010000,CENTRO,"JOSE LOUREIRO DA SILVA, 1552",DROGARIA MAIS ECONOMICA LTDA,GRAVATAI,RS
-15.6240687,-47.6535144,61,33894751,73320030,PLANALTINA,AV MARECHAL DEODORO QD 48 CASA 12,DROGARIA ROSA MISTICA LTDA - ME,BRASILIA,DF
-22.4907084,-44.0787966,24,33467504,27211130,SAO LUIZ,"AVENIDA FRANCISCO TORRES, 378",DROGARIA SENA LTDA - ME,VOLTA REDONDA,RJ
-20.4541681,-54.6129226,67,33824386,79002331,VILA CIDADE,RUA QUATORZE DE JULHO 1933 SALOES 01 E 03,RAIA DROGASIL S/A,CAMPO GRANDE,MS
-26.2861096,-48.8472864,47,34228881,89204250,AMERICA,"RUA BLUMENAU, 178",CIA LATINO AMERICANA DE MEDICAMENTOS,JOINVILLE,SC
-19.9827884,-44.0544199,31,33854270,30692000,REGINA,RUA DR. GERALDO STARLING SOARES Nº 361,DROGARIA E PERFUMARIA STARLING LTDA,BELO HORIZONTE,MG
-22.7569483,-43.4668846,21,27631171,26262020,AUSTIN,"RUA CEL MONTEIRO DE BARROS, 102 - LOJA",FARMACIA ALVORADA LTDA - ME,NOVA IGUACU,RJ
-28.2354492,-51.5152217,49,33237777,89807000,CENTRO,AV GETULIO VARGAS 166 N,COMERCIO DE MEDICAMENTOS BRAIR LTDA,PASSO FUNDO,RS
-21.1853494,-47.8084666,11,61918803,36060010,PENHA,AVENIDA PENHA DE FRANÇA,DROGASIL S.A.,SAO PAULO,SP
-22.0189085,-47.8928401,16,33711001,13560000,CENTRO,AVENIDA  SÃO CARLOS Nº 1857,DROGAVIDA COMERCIAL DE DROGAS LTDA,SAO CARLOS,SP
-22.8655288,-47.2124126,19,38652510,13184420,REMANSO CAMPINEIRO,RUA LUIZ CAMILO DE CAMARGO Nº 831,DROGARIA REMANSO LTDA - EPP,HORTOLANDIA,SP
-30.2245279,-54.4058459,54,33131900,97590000,CENTRO,"RUA BARAO DO RIO BRANCO, 2421",COMERCIO DE MEDICAMENTOS BRAIR LTDA,ROSARIO DO SUL,RS
-22.7748315,-47.3456396,11,33472800,9981420,SERRAIRA,AVENIDA LICO MAIA Nº 601/629,DROGARIA SÃO PAULO S.A.,DIADEMA,SP
-24.0638997,-53.839338,44,36431206,87570000,CENTRO,"RUA BRIG FARIA LIMA, 837",MARIN & MARIN LTDA ME,FRANCISCO ALVES,PR
-29.6394346,-50.8398152,51,35437323,95630000,CENTRO,"RUA DOUTOR LEGENDRE, 420",NELSON DE LIMA DROGARIA - ME,PAROBE,RS
-24.3303176,-51.314349,43,34671217,86848000,RIO BRANCO,"AV RIO BRANCO, SN, CENTRO",LAERCIO MARCHI DA SILVA MEDICAMENTOS ME,RIO BRANCO DO IVAI,PR
-22.8050175,-43.3668726,21,2407-142,21532450,PAVUNA,"RUA SARGENTO FERNANDO FONTES, 30",DROGARIAS PACHECO S/A,RIO DE JANEIRO,RJ
-29.6953691,-53.875336,55,32128888,97032020,COHAB T NEVES,"01 CENTRO C T NEVES, 341, LOJA 07",DROGARIA MATA LTDA,SANTA MARIA,RS
-30.1185515,-51.2527096,5,32477800,91920564,TRISTEZA,RUA PEREIRA NETO Nº 823,DROGARIA BELLA DONNA LTDA,PORTO ALEGRE,RS
-10.6877431,-37.4254315,79,34313572,49500000,CENTRO,"RUA QUINTINO DE LACERDA, 497",L CUNHA COMERCIAL LTDA ME,ITABAIANA,SE
-26.2224359,-52.67606,46,32245450,85501050,CENTRO,"GUARANI, 489",HERMES MIGUEL BUSATTO,PATO BRANCO,PR
-15.6447674,-56.1630747,65,36942423,78140400,JARDIM GLORIA I,"RUA GOVERNADOR JULIO CAMPOS, 3370",JESUS ROBERTO ROCHA - ME,VARZEA GRANDE,MT
-11.3828761,-41.8311297,74,36571173,44905000,CENTRO,"RUA LEOVEGILDO C VIANA, 17",GARDENIA ALVES MATOS,LAPAO,BA
-15.7531789,-48.3078624,55,34221316,97541001,CENTRO,RUA GASPAR MARTINS N° 322,DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS,ALEGRETE,RS
-22.9409149,-43.1777428,21,27523000,22250040,BOTAFOGO,"PRAIA DO BOTAFOGO 400, LOJA 135/136",CSB DROGARIAS S/A,RIO DE JANEIRO,RJ
-25.4449226,-49.2151106,41,30272130,82810060,CAPAO DA IMBUIA,"LEOPOLDO BELZACK, 1921, LOJA 4",FARMACIA ATOS NOVE LTDA,CURITIBA,PR
-4.3279343,-38.8845956,85,34470201,62760000,CENTRO,"AVENIDA SETE DE SETEMBRO, 940",CAMILA FERREIRA CAVALCANTE ME,BATURITE,CE
-26.7854103,-51.0096039,49,35671727,89500000,CENTRO,"RUA JOSE BOITEUX, 123",FARMACIA SAGRADO CORACAO LTDA ME,CACADOR,SC
-1.409773,-48.4431278,91,30844671,66645900,CASTANHEIRA,"RODOVIA BR 316 KM 01, S/N - loja 029/30",DISTRIBUIDORA BIG BENN S.A,BELEM,PA
-23.959967,-46.3408801,13,32248049,11065002,GONZAGA,AV BERNARDINO DE CAMPOS 656,MARIA GUIOMAR OTERO DOS SANTOS - ME,SANTOS,SP
-23.4520605,-51.860198,44,32642500,87111210,JD PRIMAVERA,rua PEDRO GALINDO GARCIA 505,DROGARIA CORACAO DE JESUS LTDA - ME,SARANDI,PR
-1.3762348,-48.454992,91,30844609,66630505,MARCO,"AV ALMIRANTE BARROSO, 820",DISTRIBUIDORA BIG BENN LTDA,BELEM,PA
-26.3629023,-50.1164015,47,36532644,89370000,CENTRO,RUA TENENTE ARY RAUEN 1370,FARMADEA MEDICAMENTOS LTDA - EPP,PAPANDUVA,SC
-22.8306824,-43.0917049,21,26062286,24430380,GALO BRANCO,"PRACA DUQUE ESTRADA, 30, LOJA 03",FARMACIA CISNE BRANCO LTDA ME,SAO GONCALO,RJ
-18.1168128,-47.0345829,34,38312969,38740000,CENTRO,"AVENIDA RUI BARBOSA, 292",RAIA DROGASIL S/A,PATROCINIO,MG
-25.3965464,-51.4677173,42,36236875,85010290,CENTRO,"RUA SALDANHA MARINHO, 1888",TRAJANO & CIA LTDA,GUARAPUAVA,PR
-31.3937182,-52.6847594,54,33177083,96600000,CENTRO,"RUA GENERAL OSORIO, 1063, TERREO, SALA A",COMERCIO DE MEDICAMENTOS BRAIR LTDA,CANGUCU,RS
-27.5699456,-48.6244828,48,33460057,88117200,BARREIROS,"R GERONCIO THIVES, 1079 - SALA 132",ELIZETE SENS BONETTO ME,SAO JOSE,SC
-21.7266174,-43.396416,32,32214501,36083580,JOQUEI CLUBE,"JOQUEI CLUBE, 244",DROGARIA LIMA & PRADO LTDA,JUIZ DE FORA,MG
-19.9709116,-43.9639399,31,33772137,30455610,ESTORIL,"AVENIDA PROFESSOR MARIO WERNECK, 1328 - 1326",RAIA DROGASIL S/A,BELO HORIZONTE,MG
-7.5304525,-39.1225895,88,35571188,63270000,CENTRO,RUA JOSE DE ALENCAR 11,ELIANE MARIA NOVAIS MIRANDA ME,PORTEIRAS,CE
-22.3327787,-48.8071383,14,32523485,17280000,SANTO ANTONIO,"RUA BELMIRO PEREIRA, Nº 735",FARMACIA BESSI LTDA ME,PEDERNEIRAS,SP
-29.5119579,-51.915752,51,37204160,95880000,CENTRO,RUA TIRADENTES Nº207,DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS,ESTRELA,RS
-21.5006844,-51.4099794,18,3841-130,17890000,CENTRO,"RUA RUI BARBOSA, 566",DROGARIA JUNQUEIROPOLIS LTDA - ME,JUNQUEIROPOLIS,SP
-22.161405,-49.9623265,14,34151958,17512153,JD SANTA ANTONIETA,"RUA ALTINO NETO, 575",DROGARIA JK DE MARILIA LTDA - EPP,MARILIA,SP
-20.4524237,-54.5998999,67,33264291,79020121,VILA SANTA ODETE,"R. ALAGOAS, Nº 800 - SL.01/02",RAIA DROGASIL S/A,CAMPO GRANDE,MS
-19.0772887,-42.8864289,33,34261221,35894000,CENTRO,"RUA CASTRO ALVES, 82",DROGARIA VGD LTDA,DORES DE GUANHAES,MG
-23.9180092,-52.3390171,44,35312181,87250000,CENTRO,AV VILA RICA 178 prox hospital,PELIZZARI & PELIZZARI LTDA - ME,PEABIRU,PR
-26.289959,-48.8737213,47,34222318,89201601,CENTRO,"RUA QUINZE DE NOVEMBRO, 503",CIA LATINO AMERICANA DE MEDICAMENTOS,JOINVILLE,SC
-20.8021482,-49.1362068,17,32815025,15400000,CENTRO,"AV AURORA FORTI NEVES, 509",DROGARIA SAUDE OLIMPIA LTDA. - EPP,OLIMPIA,SP
-22.2749161,-46.9538016,19,36232109,13870080,CENTRO,"ADEMAR BARROS, Nº 374",DROGARIA BARROS SAO JOAO LTDA,SAO JOAO DA BOA VISTA,SP
-16.295302,-48.944166,62,33381330,72960000,SETOR CENTRAL,"AV ENG ROBERTO MULLER, 537 - CENTRO",DROGARIA PIRINEUS LTDA - ME,CORUMBA DE GOIAS,GO
-24.9462391,-54.1035251,45,32721187,85896000,CENTRO,"AV RIO DE JANEIRO, 378, CASA","LIMA,ELIAS & CIA LTDA",DIAMANTE DOESTE,PR
-19.9251777,-43.9293709,21,24071425,30130100,CENTRO,"PROFESSOR ALFREDO BALENA, Nº 95",DROGARIAS PACHECO S/A,BELO HORIZONTE,MG
-1.454532,-48.505495,91,30844609,67146810,PAAR,"TRAV SN 21, S/N LOTES 25 A 28 SN",DISTRIBUIDORA BIG BENN LTDA,BELEM,PA
-22.911014,-43.2055975,21,24722828,20000003,VILA ISABEL,RUA BOULEVARD 28 SETEMBRO Nº 439,JAMYR VASCONCELLOS S.A.,RIO DE JANEIRO,RJ
-26.301381,-48.8453997,47,34344992,89201000,CENTRO,"RUA DO PRINCIPE, 405",DROGARIA E FARMÁCIA CATARINENSE S/A,JOINVILLE,SC
-20.5043248,-47.4214698,16,37250300,14407050,JARDIM TROPICAL I,"AVENIDA MARGARIDA FORNAZIER CARDOSO DE OLIVEIRA, 524",MERCURI & SILVA LTDA - EPP,FRANCA,SP
-28.303009,-54.2599946,55,33121258,98801690,CENTRO,RUA ANTÔNIO MANOEL Nº 562,MARIA ELENA MARTINS PIRES & CIA LTDA.,SANTO ANGELO,RS
-26.9946934,-48.6351289,47,3366-417,88330095,CENTRO,"AVENIDA ALBERO SANTOS DUMONT (3 AV), 1133 -SALA 01",FARMACIA TATELINE LTDA - EPP,BALNEARIO CAMBORIU,SC
-28.3197622,-50.9289458,54,33177083,95200000,CENTRO,"RUA JULIO DE CASTILHOS, 1545",COMERCIO DE MEDICAMENTOS BRAIR LTDA,VACARIA,RS
-19.9248598,-43.9257002,31,38514413,35930003,CARNEIRINHOS,"AVENIDA GETÚLIO VARGAS, N° 4669",FARMACIA IANNARELLI LTDA,JOAO MONLEVADE,MG
-23.507923,-47.3663737,15,3236-647,18108000,BRIGADEIRO TOBIAS,"AVENIDA BANDEIRANTES, Nº 4006",DROGARIA BRIGADEIRO TOBIAS LTDA - ME,SOROCABA,SP
-22.9061263,-43.175927,21,2122205,20020100,CENTRO,RUA SENADOR DANTAS N°5,JAMYR VASCONCELLOS S.A.,RIO DE JANEIRO,RJ
-21.1406358,-48.0035058,16,34912636,14170160,VILA INDUSTRIAL,"AV. NOSSA SENHORA APARECIDA, 1376",DROGAL FARMACEUTICA LTDA,SERTAOZINHO,SP
-29.6911157,-53.7721847,51,35116754,97050001,CENTRO,RUA DO ACAMPAMENTO 105,DROGARIA MAIS ECONOMICA S.A.,SANTA MARIA,RS
-19.9990292,-44.4463527,35,34712176,3754000,CENTRO,"AV FREDERICO P CUNHA, Nº 668",LENICE HILEIA PASCOAL,SANTA RITA DO SAPUCAI,MG
-28.8530142,-52.2461973,54,33421483,99150000,CENTRO,AV. JULIO BOELLA 947,COMERCIO DE MEDICAMENTOS BRAIR LTDA,MARAU,RS
-14.778008,-39.2635228,73,32116529,45604240,STO ANTONIO,"RUA G, 1014, BOX",CARLOS H DA SILVA DE ITABUNA,ITABUNA,BA
-21.5450765,-46.0317115,35,32841506,37136000,CENTRO,"PRACA MINAS GERAIS, Nº 207 A",DROGARIA LIBANIO & SILVA LTDA,SERRANIA,MG
-22.7871701,-47.138116,19,38743916,13140000,NOVA PAULINIA,"RUA SANTA CRUZ, Nº 273 SL 02",DROGAL FARMACÊUTICA LTDA,PAULINIA,SP
-22.794708,-43.1765318,21,24071425,21910003,ILHA DO GOVERNADOR,"LOJA PARANAPUAN, Nº 1472",DROGARIAS PACHECO S/A,RIO DE JANEIRO,RJ
-21.1659685,-48.9681593,17,35212321,15810005,VILA CESLSO MOUAD,"R ALTAIR, 295",CORREA & FIDENCIO LTDA - ME,CATANDUVA,SP
-22.1693309,-52.7270122,43,35382013,86380000,CENTRO,RUA SÃO PAULO Nº670,DIAS E COLLETI LTDA,ANDIRA,PR
-20.2594819,-40.3330376,27,21245702,29165130,P RES LARANJEIRAS,"AVENIDA CENTRAL, 775",DELCI PEREIRA DA SILVA & CIA. LTDA.,SERRA,ES
-12.9647616,-38.4567326,71,33844016,41195000,CABULA,"ESTRADA DAS BARREIRAS, 718 - TERREO",FARMACIA SAO COSME DAMIAO LTDA,SALVADOR,BA
-22.3053226,-48.3863505,14,36523755,17300000,CENTRO,"RUA 15 DE NOVEMBRO, 538",DROGAL FARMACEUTICA LTDA,DOIS CORREGOS,SP
-24.9436728,-53.466903,45,32227923,85811030,Cancelli,"RUA MANAUS, 2420 - SALA 01",CIA LATINO AMERICANA DE MEDICAMENTOS,CASCAVEL,PR
-21.2529976,-48.3103076,16,32048318,14870325,CENTRO,"PRAÇA NOVE DE JULHO, 26 - 38",RAIA DROGASIL S/A,JABOTICABAL,SP
-22.8861352,-43.3071291,21,25953330,20751001,PIEDADE,"AV SUBURBANA, 8255",DROGARIA JOVEM DA PIEDADE LTDA - ME,RIO DE JANEIRO,RJ
-29.9958361,-51.2023378,51,33742600,90240111,NAVEGANTES,RUA FREDERICO MENTZ Nº 1561,DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS,PORTO ALEGRE,RS
-22.8882797,-43.1129235,21,2407-142,24020002,CENTRO,"R BARBARA HELIODORA, 15",DROGARIAS PACHECO S/A,BARBACENA,MG
-22.9238969,-43.2388488,21,27523000,20521070,TIJUCA,"RUA GENERAL ROCA, Nº 932 - LOJA A",CSB DROGARIAS S/A,RIO DE JANEIRO,RJ
-23.4081939,-51.1441685,43,33799010,86010390,CENTRO,AVENIDA PARANA Nº 278,FARMÁCIA VALE VERDE LTDA,LONDRINA,PR
-22.465093,-48.5487624,14,36043044,17340000,VILA NARCIZA,"AV PEDRO OMETTO, 1769",COOPERBARRA / COOPERATIVA DE CONSUMO BARRA-IGARACU,BARRA BONITA,SP
-22.4137265,-45.7935788,35,36532418,37548000,CENTRO,"BARAO DO RIO BRANCO, 232",DROGARIA LUZITANA LTDA ME,CONCEICAO DOS OUROS,MG
-20.3763559,-40.3095008,27,33397285,29102385,COQUEIRAL DE ITAPARICA,"AV SANTA LEOPOLDINA, 306, LOJA 01,",DROGARIA PRAIA DE ITAPARICA LTDA ME,VILA VELHA,ES
-15.7531789,-48.3078624,55,34332277,97650000,CENTRO,"RUA INDEPENDENCIA, Nº796, CONJ 01",LATSCH E BOCHI LTDA ME,ITAQUI,RS
-23.9670658,-46.3882681,16,34671621,11310071,CENTRO,"RUA JACOB EMERICK, 331/5",DROGAN DROGARIAS LTDA,SAO VICENTE,SP
-27.5905319,-48.5562465,48,32237687,88015900,CENTRO,Avenida PREFEITO OSMAR CUNHA 183 Loja 01,CIA LATINO AMERICANA DE MEDICAMENTOS,FLORIANOPOLIS,SC
-26.1467052,-50.5241588,47,36241565,89460000,CENTRO,"RUA FRANCISCO DE PAULA PEREIRA, 494 - sala 02",CIA LATINO AMERICANA DE MEDICAMENTOS,CANOINHAS,SC
-27.5967478,-48.6113275,47,32479673,88101000,CAMPINAS,"RUA PRESIDENTE KENNEDY, 696, LOJA 05 BL A",CIA LATINO AMERICANA DE MEDICAMENTOS,SAO JOSE,SC
-30.0493347,-51.2049536,51,32175000,90620130,SANTANA,RUA GOMES JARDIM Nº253,DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS,PORTO ALEGRE,RS
-25.4656078,-49.2822432,41,33465054,81020010,XAXIM,"AVENIDA BRASILIA, Nº 6337",FARMACIA E DROGARIA NISSEI LTDA,CURITIBA,PR
-26.2815318,-48.6592331,47,34443637,89240000,CENTRO,"BARAO DO RIO BRANCO, 489",LUCIANO EGGERT ROCHA,SAO FRANCISCO DO SUL,SC
-19.7098894,-40.4172257,27,32584000,29680000,CENTRO,AVENIDA SETE DE SETEMBRO Nº 11,FARMÁCIA JULOFAR LTDA,JOAO NEIVA,ES
-22.2581926,-43.0492317,24,22591731,25770056,POSSE,"PRACA 29 DE JUNHO, 52",FARMACIA POSSE LTDA ME,PETROPOLIS,RJ
-29.0911664,-53.2126668,54,33131900,99440000,CENTRO,"AVENIDA PIO XII, 1886",COMERCIO DE MEDICAMENTOS BRAIR LTDA,SALTO DO JACUI,RS
-27.9983338,-52.666496,54,33313271,99500000,CENTRO,AV FLORES DA CUNHA Nº2141,LUDRIFARMA MEDICAMENTOS LTDA,CARAZINHO,RS
-23.1911655,-46.7898058,19,38935935,13920000,CENTRO,"RUA ALICE MOREIRA, 30","GIOMO, SPLENDORE & CIA LTDA - EPP",PEDREIRA,SP
-23.2148354,-50.830499,43,35242474,86300000,Centro,"Rua Marechal Deodoro da Fonseca, 265",ELIZEU BRESSAN & CIA. LTDA - M,CORNELIO PROCOPIO,PR
-32.0325358,-52.0977174,53,32328381,96200350,CENTRO,RUA LUIZ LOREA Nº 502,DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS,RIO GRANDE,RS
-21.8894831,-49.2281477,14,35844902,17190000,CENTRO,"RUA BOA VISTA, 424",JOAO MODOLO & CIA LTDA,REGINOPOLIS,SP
-31.3293442,-54.1065868,53,32425180,96400200,CENTRO,"BENTO GONCALVES, Nº 186D",SIMONE JACQUELINE ECHEVARRIA TORRES ALVES ME,BAGE,RS
-29.9551124,-51.62524,51,36581492,96745000,CENTRO,"RUA BENTO GONCALVES, Nº 750",FARMACIA VIVAMED LTDA,CHARQUEADAS,RS
-15.3220268,-49.6044177,62,33231146,76300000,CENTRO,"AV BERNARDO SAYAO, 379",FARMACIA CENTRAL CERES LTDA. - ME,CERES,GO
-20.3547844,-40.2878002,27,31499830,29101702,PRAIA DE ITAPOA,"RUA DOUTOR JAIR DE ANDRADE, 1222, LJ. 03/04/05",DROGASIL SA,VITORIA,ES
-22.7323482,-45.1225605,11,33472800,12600005,CENTRO,"R DOUTOR RODRIGUES DE AZEVEDO, Nº130",DROGARIA SAO PAULO S.A.,LORENA,SP
-30.2607404,-52.4093447,51,37341694,96690000,CENTRO,"R PAPA JOAO XXIII, Nº248, PREDIO",ANA MARIA LUIZ SEVERO,PANTANO GRANDE,RS
-27.196125,-52.1925206,54,33177082,89700000,CENTRO,R ANITA GARIBALDI 16,COMERCIO DE MEDICAMENTOS BRAIR LTDA,CONCORDIA,SC
-22.3327787,-48.8071383,14,32841269,17280000,CENTRO,"RUA SIQUEIRA CAMPOS, 81, SUL",CACHUCHO & CACHUCHO LTDA - EPP,PEDERNEIRAS,SP
-32.7560026,-52.8882709,53,32631963,96230000,CENTRO,RUA BARÃO DO RIO BRANCO Nº 439,DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS,SANTA VITORIA DO PALMAR,RS
